Address,LocationName
"400 E Second St, Bloomsburg, PA 17815",Bloomsburg University of Pennsylvania
"116 Interstate Parkway, Bradford, PA 16701",Bradford Regional Medical Center
"125 West Station Square Drive, Suite 129, Pittsburgh, PA 15219",Bradford School
"215 Reeceville Rd, Coatesville, PA 19320-1536",Brandywine School of Nursing
"101 N Merion Avenue, Bryn Mawr, PA 19010",Bryn Mawr College
"Dent Drive, Lewisburg, PA 17837",Bucknell University
"275 Swamp Rd, Newtown, PA 18940-4106",Bucks County Community College
"1761 Bustleton Pike, Feasterville, PA 19053","Bucks County School of Beauty Culture, Inc."
"233 South Main Street, Butler, PA 16001",Butler Beauty Academy
"College Drive Oak Hills, Butler, PA 16003-1203",Butler County Community College
"610 King of Prussia Rd, Radnor, PA 19087-3698",Cabrini University
"250 University Ave, California, PA 15419-1394",California University of Pennsylvania
"1380 S. Valley Forge Rd., Lansdale, PA 19446-4797",Calvary Baptist Theological Seminary
"221 Central Ave, Johnstown, PA 15902",Cambria-Rowe Business College
"3333 Fifth Ave, Pittsburgh, PA 15213-3165",Carlow University
"5000 Forbes Ave, Pittsburgh, PA 15213-3890",Carnegie Mellon University
"100 College Drive, Allentown, PA 18104-6196",Cedar Crest College
"College Hill & Valley Rds, Summerdale, PA 17093-0309",Central Penn College
"714 Market St Ste 433, Philadelphia, PA 19106",Center for Innovative Training and Education
"Woodland Rd, Pittsburgh, PA 15232",Chatham University
"9601 Germantown Ave, Philadelphia, PA 19118-2693",Chestnut Hill College
"1837 University Circle, Cheyney, PA 19319-0200",Cheyney University of Pennsylvania
"651 Fourth Avenue, New Kensington, PA 15068",Alle-Kiski Medical Center
"840 Wood St, Clarion, PA 16214",Clarion University of Pennsylvania
"401 East  Winding Hill Road, Mechanicsburg, PA 17055",YTI Career Institute - Capital Region
"1605 Clugston Rd, York, PA 17404",Consolidated School of Business
"One Medical Center Boulevard, Upland, PA 19013",Crozer-Chester Medical Center
"1726 Locust St, Philadelphia, PA 19103",Curtis Institute of Music
"1501 W Liberty Ave, Pittsburgh, PA 15226-1197",Dean Institute of Technology
"901 S Media Line Rd, Media, PA 19063-1094",Delaware County Community College
"3330 Grant Avenue, Grant Academy Shopping Center, Philadelphia, PA 19114",Delaware Valley Academy of Medical and Dental Assistants
"700 E Butler Ave, Doylestown, PA 18901-2697",Delaware Valley University
"P. O. Box 1773, Carlisle, PA 17013-2896",Dickinson College
"150 South College St, Carlisle, PA 17013-2861",Pennsylvania State University Dickinson Law
"130 7th St, Monessen, PA 15062",Douglas Education Center
"3141 Chestnut St, Philadelphia, PA 19104",Drexel University
"One Beaver Dr, DuBois, PA 15801",DuBois Business College
"100 Forbes Ave, Kossman Building Suite 1200, Pittsburgh, PA 15222-1320",Everest Institute - Pittsburgh
"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",Duquesne University
"200 Prospect St, East Stroudsburg, PA 18301-2999",East Stroudsburg University of Pennsylvania
"588 N. Gulph Road, King of Prussia, PA 19406-2831",Palmer Theological Seminary of Eastern University
"1300 Eagle Rd, Saint Davids, PA 19087-3696",Eastern University
"219 Meadville Street, Edinboro, PA 16444-0001",Edinboro University of Pennsylvania
"1519  West Harrisburg Pike, Middletown, PA 17057-4851",Electronic Institute - Middletown
"One Alpha Dr, Elizabethtown, PA 17022-2298",Elizabethtown College
"396 Pottsville/St. Claire Highway, Pottsville, PA 17901",Empire Beauty School - Pottsville
"1634 MacArthur Road, Whitehall, PA 18052",Empire Beauty School - Lehigh Valley
"3370 Birney Avenue, Moosic, PA 18507",Empire Beauty School - Wyoming Valley
"141 High St, Pottstown, PA 19464",Empire Beauty School - Pottstown
"246 W Ninth St, Erie, PA 16501",Erie Business Center
"940 Millcreek Mall, Erie, PA 16565",Erie Institute of Technology Inc
"121 S College St, Myerstown, PA 17067-1299",Evangelical Theological Seminary
"526 Penn Avenue, Pittsburgh, PA 15222",Art Institute of Pittsburgh
"College Ave, Lancaster, PA 17604-3003",Franklin and Marshall College
"University Square, Erie, PA 16541",Gannon University
"3200 College Ave, Beaver Falls, PA 15010-3599",Geneva College
"300 N Washington St, Gettysburg, PA 17325-1486",Gettysburg College
"37 Garrett Road, Upper Darby, PA 19082-2302",Gordon Phillips School of Beauty Culture
"108 W Germantown Pike Hillcrest Plaza, Norristown, PA 19401-1330",Gordon Phillips School of Beauty Culture
"7605 Old York Rd, Melrose Park, PA 19027-3010",Gratz College
"100 Campus Dr, Grove City, PA 16127-2104",Grove City College
"1325 Sumneytown Pike, P. O. Box 901, Gwynedd Valley, PA 19437-0901",Gwynedd Mercy University
"750 Montgomery Ave, Bryn Mawr, PA 19010-3470",Harcum College
"One HACC Drive, Harrisburg, PA 17110-2999",Harrisburg Area Community College
"370 Lancaster Ave, Haverford, PA 19041-1392",Haverford College
"687 North Church Street, Hazelton, PA 18201-3198",Hazelton-St. Joseph Medical Center
"727 Goucher St, Johnstown, PA 15905-3092",Commonwealth Technical Institute at the Hiram G. Andrews Center
"9801 Frankford Avenue, Philadelphia, PA 19114-2009",Holy Family University
"111 Independence Mall East, Philadelphia, PA 19106",Hussian College
"933 Penn Avenue, Pittsburgh, PA 15222",Brightwood Career Institute - ICM Campus
"1145 King Rd, Immaculata, PA 19345-0702",Immaculata University
"Sutton Hall, Indiana, PA 15705-1085",Indiana University of Pennsylvania
"406 W Hamilton St, Allentown, PA 18101-1604",Pennsylvania School of Business
"1211 Wilmington Ave, New Castle, PA 16105-2595",Jameson Health System
"5100 Peach St, Erie, PA 16509-2482",Great Lakes Institute of Technology
"125 N Wilkes Barre Blvd, Wilkes Barre, PA 18702",Jolie Health and Beauty Academy
"3427 N Main Ave, Scranton, PA 18508-1495",Johnson College
"1700 Moore St, Huntingdon, PA 16652-2196",Juniata College
"One College Green, La Plume, PA 18440-0200",Keystone College
"133 N River St, Wilkes Barre, PA 18711-0801",King's College
"120 Market St, Kittanning, PA 16201",Kittanning Beauty Academy
"15200 Kutztown Rd, Kutztown, PA 19530-0730",Kutztown University of Pennsylvania
"9000 Babcock Blvd, Pittsburgh, PA 15237-5898",La Roche College
"1900 W Olney Ave, Philadelphia, PA 19141-1199",La Salle University
"501 Vine St, Scranton, PA 18509-3206",Lackawanna College
"High St, Easton, PA 18042-1768",Lafayette College
"901 Eden Road, Lancaster, PA 17601-5036",Lancaster Bible College
"555 W James St, Lancaster, PA 17603-2897",Lancaster Theological Seminary
"50 Ranck Ave, Lancaster, PA 17602",Lancaster School of Cosmetology & Therapeutic Bodywork
"290 Wissahickon Avenue, North Wales, PA 19454",Lansdale School of Business
"215 W Main St, Lansdale, PA 19446-2003",Lansdale School of Cosmetology Inc
"101 N College Ave, Annville, PA 17003-1400",Lebanon Valley College
"4525 Education Park Dr, Schnecksville, PA 18078-2598",Lehigh Carbon Community College
"2205 Ridgewood Rd, Wyomissing, PA 19610-1168",Berks Technical Institute
"27 Memorial Drive West, Bethlehem, PA 18015",Lehigh University
"Vermillion Square - 8919 New Falls Road, Levittown, PA 19054",Levittown Beauty Academy
"5151 Tilghman St, Allentown, PA 18104-9889",Lincoln Technical Institute
"9191 Torresdale Ave, Philadelphia, PA 19136",Lincoln Technical Institute
"P. O. Box 179, Lincoln University, PA 19352-0999",Lincoln University
"401 N Fairview St, Lock Haven, PA 17745-2390",Lock Haven University of Pennsylvania
"61 Seminary Ridge, Gettysburg, PA 17325-1795",United Lutheran Seminary
"1333 South Prospect Street, Nanticoke, PA 18634-3899",Luzerne County Community College
"700 College Place, Williamsport, PA 17701-5192",Lycoming College
"700 Fox Chase Rd, Jenkintown, PA 19046-3399",Manor College
"Academy Street, Mansfield, PA 16933",Mansfield University of Pennsylvania
"2300 Adams Ave, Scranton, PA 18509-1598",Marywood University
"47 South Main Street, Mahanoy City, PA 17948",McCann School of Business and Technology
"125 Seventh St, Pittsburgh, PA 15222-3400",Vet Tech Institute
"501 E 38th St, Erie, PA 16546",Mercyhurst University
"One College Ave, Grantham, PA 17027",Messiah College
"100 South Broad Street, Suite 830, Philadelphia, PA 19110",The Workforce Institute's City College
"P. O. Box 1002, Millersville, PA 17551-0302",Millersville University of Pennsylvania
"301 Lake St, Dallas, PA 18612-1098",Misericordia University
"340 Dekalb Pike, Blue Bell, PA 19422-0796",Montgomery County Community College
"20th and the Parkway, Philadelphia, PA 19103-1179",Moore College of Art and Design
"1200 Main St, Bethlehem, PA 18018-6650",Moravian College
"7373 Admiral Peary Highway, Cresson, PA 16630-1999",Mount Aloysius College
"2400 Chew Street, Allentown, PA 18104",Muhlenberg College
"2407 East Saucon Valley Road, Center Valley, PA 18034",Lehigh Valley College
"One Neumann Drive, Aston, PA 19014-1298",Neumann University
"4117 Pulaski Rd., New Castle, PA 16101",New Castle School of Trades
"945 Greensburg Rd, Lower Burrell, PA 15068",Newport Business Institute
"3835 Green Pond Rd, Bethlehem, PA 18020-7599",Northampton Community College
"2770 Red Lion Road, Philadelphia, PA 19114-1019",Orleans Technical Institute
"2445 Bedford St, Johnstown, PA 15904",Pennsylvania Academy of Cosmetology Arts and Sciences
"8360 Old York Road, Elkins Park, PA 19027-6262",Salus University
"800 Manchester Ave, Media, PA 19063-4098",Pennsylvania Institute of Technology
"2986 N 2nd St Dixon Univ Ctr, Harrisburg, PA 17110",Pennsylvania State System of Higher Education-Central Office
"201 Old Main Building, University Park, PA 16802-1589",Pennsylvania State University
"606 Court St, Reading, PA 19601-3542",Pace Institute
"1420 Pine Street, Philadelphia, PA 19102-4699",Peirce College
"242 Oak Spring Road, Washington, PA 15301",Penn Commercial Business/Technical School
"2200 East State Street, Hermitage, PA 16148-2760",PSC Academy Inc
"3815 Otter St, Bristol, PA 19007",Pennco Tech
"19 N Brady St, Du Bois, PA 15801",Pennsylvania Academy of Cosmetology Arts and Sciences
"128 North Broad Street, Philadelphia, PA 19102",Pennsylvania Academy of the Fine Arts
"812 Ohio River Blvd, Pittsburgh, PA 15202",Pennsylvania Gunsmith School
"118 Industrial Pk Rd, Ebensburg, PA 15931-4106",Pennsylvania Institute of Taxidermy Inc
"211 South Gulph Road, King of Prussia, PA 19406",Cortiva Institute - Pennsylvania School of Muscle Therapy
"204 N Prince St, Lancaster, PA 17608-0059",Pennsylvania College of Art and Design
"1 College Hall, Room 100, Philadelphia, PA 19104-6303",University of Pennsylvania
"130 S. 9th St., Suite 960, Philadelphia, PA 19144-5497",Thomas Jefferson University and Philadelphia University
"320 S Broad St, Philadelphia, PA 19102",The University of the Arts
"200 Manor Ave, Langhorne, PA 19047-2990",Cairn University
"4170 City Ave, Philadelphia, PA 19131",Philadelphia College of Osteopathic Medicine
"600 S 43rd St, Philadelphia, PA 19104-4495",University of the Sciences
"1700 Spring Garden St, Philadelphia, PA 19130-3991",Community College of Philadelphia
"300 Campus Drive, Bradford, PA 16701",University of Pittsburgh - Bradford
"450 Schoolhouse Rd, Johnstown, PA 15904",University of Pittsburgh - Johnstown
"4200 Fifth Ave, Pittsburgh, PA 15260",University of Pittsburgh - Main Campus
"504 E Main St, Titusville, PA 16354",University of Pittsburgh - Titusville
"720 13th St, Beaver Falls, PA 15010-4208",Beaver Falls Beauty Academy
"5 Allegheny County Airport, West Mifflin, PA 15122",Pittsburgh Institute of Aeronautics
"5808 Baum Blvd, Pittsburgh, PA 15206-3706",Pittsburgh Institute of Mortuary Science Inc
"1111 McKee Road, Oakdale, PA 15071",Pittsburgh Technical College
"616 N Highland Ave, Pittsburgh, PA 15206-2525",Pittsburgh Theological Seminary
"7900 W Chester Pike, Upper Darby, PA 19082-1917",PJA School
"201 Wood St, Pittsburgh, PA 15222-1984",Point Park University
"415 D Orchard Avenue, Altoona, PA 16601",The Salon Professional Academy - Altoona
"222 Findley St, Punxsutawney, PA 15767",Punxy Beauty School
"P. O. Box 1706, Reading, PA 19603-1706",Reading Area Community College
"1299 Church Rd, Wyncote, PA 19095-1898",Reconstructionist Rabbinical College
"7418 Penn Ave, Pittsburgh, PA 15208-2531",Reformed Presbyterian Theological Seminary
"4207 Walnut St, Philadelphia, PA 19104",The Restaurant School at Walnut Hill College
"1991 Sproul Road Suite 42, Broomall, PA 19008",Brightwood Career Institute - Broomall
"6001 University Boulevard, Moon Township, PA 15108-1189",Robert Morris University
"215 Beecham  Drive, Pittsburgh, PA 15205-9791",Rosedale Technical Institute
"1400 Montgomery Ave, Rosemont, PA 19010-1699",Rosemont College
"PO Box 600, Loretto, PA 15940",Saint Francis University
"1100 S MERCER ST, NEW CASTLE, PA 16101",JAMESON MEMORIAL HOSPITAL SCHOOL OF NURSING -SOUTH
"5600 City Line Avenue, Philadelphia, PA 19131-1395",Saint Joseph's University
"12th and Walnut St, Reading, PA 19603-0316",St Joseph's Medical Center
"300 Fraser Purchase Rd, Latrobe, PA 15650-2690",Saint Vincent College and Seminary
"101 Technology Dr, Frackville, PA 17931",Schuylkill Technology Centers
"118 South Centre Street, Suite #2, Pottsville, PA 17901",Schuylkill Institute of Business Technology
"800 Linden Street, Scranton, PA 18510-4501",University of Scranton
"Seton Hill Dr, Greensburg, PA 15601",Seton Hill University
"740 E State St, Sharon, PA 16146",Sharon Regional Health System School of Nursing
"200 Sterling Avenue, Sharon, PA 16146",Laurel Technical Institute - Sharon
"1871 Old Main Drive, Shippensburg, PA 17257-2299",Shippensburg University of Pennsylvania
"1 Morrow Way, Slippery Rock, PA 16057-1383",Slippery Rock University of Pennsylvania
"100 East Wynnewood Road, Wynnewood, PA 19096",St. Charles Borromeo Seminary
"3269 W Liberty Ave, Pittsburgh, PA 15216",South Hills Beauty Academy
"480 Waupelani Drive, State College, PA 16801-4516",South Hills School of Business and Technology - State College
"1726 South Broad Street 2nd Floor Suite 200, Philadelphia, PA 19145",South Philadelphia Beauty Academy
"PO Box 130; St. Tikhon's Road, South Canaan, PA 18459-0121",St. Tikhon's Orthodox Theological Seminary
"100 North 8th St, Stroudsburg, PA 18360-1720",Stroudsburg School of Cosmetology
"514 University Ave, Selinsgrove, PA 17870-1025",Susquehanna University
"500 College Ave, Swarthmore, PA 19081",Swarthmore College
"750 E King St, Lancaster, PA 17602",Thaddeus Stevens College of Technology
"6063 Drexel Rd, Philadelphia, PA 19131",Talmudical Yeshiva of Philadelphia
"1801 North Broad Street, Philadelphia, PA 19122-6096",Temple University
"75 College Ave, Greenville, PA 16125-2181",Thiel College
"1020 Walnut Street, Philadelphia, PA 19107",Thomas Jefferson University
"2000 Liberty St, Erie, PA 16502-2594",Triangle Tech
"1940 Perrysville Avenue, Pittsburgh, PA 15214-3897",Triangle Tech
"222 E Pittsburgh St Ste A, Greensburg, PA 15601-3304",Triangle Tech
"225 Tannery Row Road, Falls Creek, PA 15840",Triangle Tech
"311 Eleventh St, Ambridge, PA 15003",Trinity School for Ministry
"601 E. Main St, Collegeville, PA 19426-1000",Ursinus College
"1401 Charlestown Road, Phoenixville, PA 19460",University of Valley Forge
"1001 Eagle Rd Sorley House, Wayne, PA 19087-3695",Valley Forge Military College
"1033 Chester Pke, Sharon Hill, PA 19079",Venus Beauty Academy
"800 Lancaster Avenue, Villanova, PA 19085-1699",Villanova University
"60 S Lincoln St, Washington, PA 15301-4801",Washington & Jefferson College
"51 W College St, Waynesburg, PA 15370-1257",Waynesburg University
"729 E Highland St, Allentown, PA 18109-3263",Welder Training and Testing Institute
"South High Street, West Chester, PA 19383",West Chester University of Pennsylvania
"319 South Market Street, New Wilmington, PA 16172",Westminster College
"PO Box 27009, Glenside, PA 19118",Westminster Theological Seminary
"145 Pavilion Lane, Youngwood, PA 15697-1895",Westmoreland County Community College
